match_id,period,n_matches,goal_time
3890399,2,306,64
3890399,2,306,74
3890398,1,306,11
3890398,1,306,25
3890398,2,306,49
3890398,2,306,76
3890395,1,306,29
3890395,2,306,62
3890395,2,306,65
3890395,2,306,74
3890395,2,306,75
3890393,1,306,29
3890392,1,306,32
3890392,2,306,70
3890391,2,306,63
3890390,1,306,6
3890390,1,306,28
3890390,2,306,59
3890389,2,306,65
3890389,2,306,95
3890388,1,306,31
3890388,2,306,90
3890388,2,306,92
3890387,2,306,53
3890387,2,306,65
3890387,2,306,67
3890387,2,306,80
3890386,1,306,15
3890386,2,306,50
3890386,2,306,75
3890386,2,306,89
3890382,2,306,49
3890382,2,306,84
3890381,1,306,4
3890381,1,306,41
3890381,2,306,60
3890380,1,306,4
3890380,1,306,10
3890380,1,306,23
3890380,2,306,84
3890379,1,306,2
3890379,1,306,25
3890379,2,306,61
3890379,2,306,67
3890378,1,306,33
3890378,1,306,40
3890377,1,306,4
3890377,1,306,10
3890377,1,306,33
3890377,2,306,46
3890377,2,306,55
3890377,2,306,86
3890375,1,306,29
3890374,1,306,8
3890374,2,306,57
3890374,2,306,59
3890374,2,306,87
3890373,1,306,33
3890373,2,306,64
3890373,2,306,83
3890372,1,306,10
3890372,1,306,35
3890372,2,306,53
3890372,1,306,16
3890370,1,306,22
3890370,1,306,38
3890370,1,306,44
3890370,2,306,71
3890369,1,306,16
3890369,2,306,68
3890369,2,306,91
3890369,1,306,8
3890368,1,306,43
3890368,2,306,55
3890368,2,306,66
3890368,2,306,77
3890368,2,306,86
3890368,1,306,10
3890367,1,306,18
3890367,1,306,40
3890367,2,306,85
3890367,2,306,54
3890366,2,306,57
3890366,2,306,68
3890366,2,306,90
3890365,1,306,29
3890365,1,306,32
3890365,1,306,42
3890365,2,306,46
3890365,2,306,70
3890364,1,306,10
3890364,1,306,17
3890364,1,306,36
3890364,1,306,39
3890361,1,306,30
3890361,2,306,74
3890360,1,306,28
3890360,2,306,46
3890359,1,306,16
3890359,1,306,32
3890359,2,306,71
3890358,1,306,32
3890358,2,306,59
3890358,2,306,69
3890358,2,306,86
3890357,2,306,93
3890357,2,306,67
3890356,1,306,5
3890356,2,306,58
3890356,2,306,66
3890355,1,306,38
3890355,2,306,76
3890354,1,306,17
3890354,1,306,29
3890354,1,306,41
3890354,2,306,49
3890354,2,306,80
3890354,2,306,92
3890353,1,306,8
3890353,1,306,31
3890353,1,306,43
3890353,2,306,71
3890351,1,306,25
3890351,1,306,27
3890351,2,306,53
3890351,2,306,81
3890351,2,306,90
3890350,1,306,33
3890350,1,306,39
3890350,2,306,76
3890348,1,306,31
3890348,2,306,69
3890348,2,306,83
3890348,1,306,43
3890347,1,306,17
3890347,1,306,20
3890347,1,306,32
3890347,2,306,48
3890347,2,306,84
3890347,2,306,90
3890346,2,306,49
3890346,2,306,53
3890346,2,306,56
3890346,2,306,59
3890346,2,306,69
3890346,2,306,70
3890346,2,306,88
3890345,2,306,50
3890345,2,306,56
3890345,2,306,64
3890344,1,306,38
3890344,1,306,43
3890344,1,306,47
3890344,2,306,89
3890343,1,306,10
3890342,2,306,77
3890341,1,306,34
3890341,1,306,39
3890341,2,306,61
3890341,2,306,76
3890340,2,306,87
3890339,1,306,37
3890338,2,306,58
3890336,1,306,26
3890336,2,306,72
3890336,2,306,91
3890335,1,306,0
3890335,1,306,6
3890335,1,306,28
3890335,2,306,53
3890335,2,306,61
3890335,2,306,82
3890334,1,306,15
3890334,1,306,28
3890334,2,306,50
3890334,2,306,56
3890334,2,306,81
3890334,2,306,89
3890333,1,306,6
3890333,1,306,28
3890332,1,306,22
3890331,1,306,17
3890331,2,306,81
3890330,1,306,38
3890330,1,306,11
3890329,1,306,25
3890329,1,306,34
3890329,1,306,36
3890329,2,306,45
3890329,2,306,57
3890329,2,306,65
3890328,1,306,44
3890328,2,306,78
3890328,2,306,83
3890327,1,306,32
3890327,2,306,63
3890327,2,306,76
3890327,2,306,89
3890326,2,306,77
3890326,2,306,83
3890325,2,306,54
3890324,1,306,16
3890324,2,306,75
3890324,2,306,77
3890323,2,306,74
3890323,2,306,78
3890322,1,306,14
3890322,1,306,23
3890322,1,306,26
3890322,2,306,56
3890322,2,306,63
3890321,1,306,16
3890321,2,306,62
3890321,2,306,70
3890321,2,306,89
3890320,1,306,21
3890320,2,306,81
3890319,1,306,39
3890319,2,306,56
3890318,1,306,15
3890318,1,306,39
3890318,2,306,89
3890318,1,306,19
3890317,2,306,59
3890316,2,306,50
3890316,2,306,62
3890316,2,306,67
3890315,1,306,30
3890315,2,306,57
3890315,2,306,64
3890314,1,306,9
3890314,1,306,37
3890314,2,306,67
3890314,2,306,72
3890313,1,306,9
3890313,1,306,20
3890312,2,306,68
3890311,2,306,75
3890311,2,306,90
3890310,1,306,41
3890310,2,306,54
3890309,1,306,13
3890309,1,306,15
3890309,1,306,17
3890309,2,306,89
3890308,1,306,4
3890308,1,306,16
3890308,1,306,18
3890308,1,306,20
3890308,2,306,50
3890308,2,306,74
3890307,1,306,18
3890307,1,306,29
3890307,2,306,83
3890306,1,306,42
3890306,2,306,93
3890305,1,306,25
3890305,2,306,50
3890305,2,306,51
3890305,2,306,54
3890305,2,306,56
3890305,2,306,59
3890304,2,306,86
3890303,2,306,52
3890302,1,306,28
3890302,1,306,31
3890301,1,306,18
3890301,2,306,57
3890301,2,306,73
3890300,2,306,92
3890299,2,306,63
3890298,2,306,75
3890298,2,306,87
3890296,1,306,19
3890296,2,306,61
3890296,2,306,62
3890295,1,306,12
3890295,1,306,17
3890295,2,306,60
3890295,2,306,67
3890294,1,306,44
3890294,2,306,48
3890294,2,306,91
3890294,2,306,92
3890293,1,306,36
3890293,1,306,41
3890293,2,306,60
3890292,1,306,17
3890292,1,306,34
3890292,1,306,43
3890292,2,306,52
3890292,2,306,84
3890292,2,306,66
3890290,1,306,13
3890290,1,306,35
3890290,1,306,47
3890289,1,306,3
3890289,1,306,14
3890289,1,306,22
3890289,1,306,27
3890289,1,306,29
3890289,2,306,72
3890289,2,306,80
3890289,2,306,86
3890288,1,306,7
3890286,1,306,10
3890286,1,306,43
3890286,2,306,51
3890285,1,306,38
3890285,1,306,44
3890285,2,306,52
3890284,1,306,26
3890284,2,306,50
3890284,2,306,77
3890284,2,306,92
3890281,2,306,62
3890280,2,306,46
3890280,2,306,75
3890280,2,306,80
3890279,1,306,29
3890279,1,306,41
3890279,2,306,68
3890279,2,306,86
3890279,1,306,10
3890278,1,306,25
3890278,2,306,59
3890278,2,306,70
3890277,1,306,16
3890277,2,306,58
3890277,2,306,60
3890276,1,306,41
3890276,2,306,53
3890276,2,306,78
3890275,2,306,54
3890275,2,306,59
3890275,2,306,83
3890275,2,306,90
3890274,1,306,29
3890274,2,306,82
3890273,1,306,17
3890272,1,306,22
3890272,2,306,85
3890271,1,306,8
3890271,2,306,46
3890270,1,306,0
3890270,1,306,40
3890270,2,306,89
3890267,1,306,12
3890267,1,306,16
3890267,1,306,18
3890266,2,306,74
3890266,2,306,76
3890266,2,306,78
3890266,2,306,91
3890265,2,306,47
3890264,2,306,67
3890264,2,306,84
3890264,1,306,33
3890263,2,306,65
3890262,1,306,30
3890262,2,306,47
3890262,2,306,53
3890262,2,306,61
3890261,1,306,14
3890261,1,306,20
3890261,1,306,32
3890261,2,306,49
3890260,1,306,4
3890260,1,306,44
3890260,2,306,70
3890259,1,306,26
3890259,2,306,52
3890259,2,306,68
3890259,2,306,72
3890259,2,306,86
