match_id,period,n_matches,goal_time
3879748,2,380,70
3879748,2,380,94
3879749,1,380,22
3879749,2,380,56
3879749,2,380,72
3879749,2,380,91
3879742,1,380,4
3879742,2,380,63
3879742,2,380,91
3879746,1,380,25
3879746,2,380,59
3879746,2,380,90
3879745,1,380,1
3879745,1,380,18
3879745,2,380,68
3879745,1,380,30
3879743,2,380,78
3879739,2,380,87
3879741,1,380,28
3879741,1,380,29
3879740,1,380,16
3879740,2,380,58
3879740,2,380,72
3879738,2,380,55
3879738,2,380,60
3879738,2,380,83
3879738,2,380,84
3879737,1,380,43
3879737,2,380,49
3879737,2,380,68
3879737,2,380,71
3879737,2,380,78
3879737,2,380,81
3879737,2,380,89
3879732,1,380,18
3879732,2,380,71
3879732,1,380,33
3879707,1,380,17
3879707,1,380,23
3879707,2,380,47
3879707,2,380,83
3879702,1,380,38
3879702,1,380,18
3879704,1,380,38
3879704,2,380,91
3879701,2,380,76
3879700,1,380,34
3879700,2,380,55
3879700,2,380,76
3879700,2,380,78
3879700,2,380,86
3879706,1,380,23
3879706,2,380,82
3878559,1,380,20
3878559,2,380,68
3879636,1,380,4
3879636,1,380,41
3879627,2,380,74
3879627,2,380,91
3879626,1,380,28
3879626,2,380,52
3879626,2,380,86
3879626,2,380,91
3879625,1,380,33
3879624,1,380,20
3879624,2,380,69
3879623,1,380,17
3879623,1,380,26
3879623,2,380,55
3879623,2,380,60
3879622,1,380,7
3879622,1,380,13
3879622,2,380,60
3879621,2,380,51
3879620,2,380,66
3879620,2,380,72
3878611,1,380,41
3878610,2,380,88
3878610,2,380,96
3878608,1,380,26
3878607,1,380,21
3878607,1,380,35
3878607,1,380,43
3878607,2,380,48
3878606,1,380,16
3878606,1,380,23
3878605,1,380,34
3879876,2,380,51
3879876,2,380,57
3879876,2,380,81
3879875,1,380,27
3879875,2,380,47
3879875,2,380,50
3879875,2,380,63
3879875,2,380,83
3879874,1,380,1
3879874,1,380,30
3879874,1,380,39
3879874,1,380,44
3879874,2,380,69
3879874,2,380,73
3879873,1,380,11
3879873,2,380,53
3879873,2,380,55
3879871,1,380,35
3879871,1,380,37
3879871,2,380,78
3879870,1,380,4
3879870,1,380,14
3879870,1,380,36
3879870,2,380,76
3879870,2,380,84
3879869,1,380,18
3879869,2,380,58
3879869,2,380,81
3879869,2,380,85
3879868,1,380,5
3879868,1,380,25
3879868,1,380,30
3879868,1,380,38
3879867,1,380,43
3879867,2,380,51
3879867,2,380,61
3879867,2,380,70
3879866,1,380,17
3879866,1,380,38
3879866,2,380,84
3879865,1,380,2
3879865,1,380,25
3879865,2,380,73
3879864,1,380,42
3879864,2,380,54
3879864,2,380,93
3879861,2,380,84
3879859,1,380,22
3879859,1,380,31
3879859,2,380,72
3879859,2,380,83
3879858,1,380,39
3879857,1,380,11
3879857,1,380,36
3879857,1,380,39
3879856,1,380,5
3879856,1,380,12
3879856,2,380,64
3879856,2,380,76
3879856,2,380,86
3879855,1,380,9
3879855,2,380,76
3879855,2,380,84
3879854,2,380,57
3879853,1,380,7
3879853,2,380,83
3879852,1,380,18
3879852,2,380,84
3879851,1,380,1
3879851,1,380,43
3879851,2,380,49
3879851,2,380,53
3879851,2,380,73
3879851,2,380,91
3879850,1,380,41
3879850,2,380,79
3879846,1,380,20
3879846,2,380,71
3879846,2,380,94
3879845,2,380,88
3879844,2,380,84
3879843,1,380,1
3879843,1,380,6
3879843,2,380,74
3879843,2,380,93
3879842,2,380,54
3879841,2,380,55
3879841,2,380,91
3879835,1,380,4
3879835,1,380,35
3879835,2,380,46
3879835,2,380,57
3879835,2,380,59
3879835,2,380,79
3879834,1,380,1
3879834,1,380,22
3879834,2,380,52
3879829,2,380,49
3879827,1,380,9
3879827,1,380,34
3879827,2,380,57
3879827,2,380,79
3879827,2,380,87
3879827,2,380,88
3879826,1,380,14
3879826,2,380,63
3879826,2,380,91
3879824,2,380,70
3879823,1,380,22
3879823,1,380,26
3879823,1,380,32
3879823,1,380,36
3879823,2,380,49
3879823,2,380,84
3879821,1,380,9
3879821,2,380,54
3879821,2,380,56
3879821,2,380,83
3879820,1,380,9
3879820,2,380,70
3879820,2,380,73
3879820,2,380,88
3879819,1,380,33
3879819,1,380,48
3879819,1,380,49
3879819,2,380,48
3879819,2,380,85
3879818,2,380,92
3879816,1,380,24
3879816,2,380,49
3879815,1,380,34
3879815,2,380,45
3879815,2,380,81
3879814,1,380,40
3879814,2,380,87
3879813,2,380,84
3879813,2,380,57
3879812,1,380,9
3879812,1,380,14
3879812,2,380,71
3879811,1,380,32
3879811,1,380,46
3879811,2,380,69
3879810,1,380,17
3879810,1,380,26
3879810,2,380,64
3879809,1,380,41
3879808,2,380,73
3879807,2,380,82
3879806,1,380,41
3879805,1,380,4
3879805,1,380,43
3879805,2,380,61
3879804,1,380,42
3879804,2,380,59
3879804,2,380,71
3879804,2,380,75
3879803,1,380,13
3879803,1,380,23
3879803,1,380,45
3879803,2,380,56
3879802,1,380,5
3879802,1,380,26
3879802,2,380,52
3879802,2,380,73
3879801,1,380,16
3879801,2,380,54
3879801,2,380,72
3879800,1,380,22
3879800,1,380,38
3879799,1,380,14
3879799,2,380,63
3879799,2,380,74
3879799,2,380,82
3879799,2,380,86
3879798,1,380,43
3879797,1,380,3
3879797,1,380,24
3879797,1,380,34
3879797,2,380,72
3879796,1,380,9
3879796,2,380,50
3879796,2,380,80
3879796,2,380,90
3879793,1,380,7
3879793,2,380,63
3879791,1,380,8
3879791,1,380,14
3879790,1,380,32
3879790,1,380,41
3879790,2,380,47
3879790,2,380,62
3879790,2,380,75
3879775,2,380,47
3879770,1,380,23
3879770,2,380,85
3879769,1,380,1
3879769,1,380,5
3879769,1,380,37
3879769,2,380,69
3879768,1,380,5
3879768,1,380,10
3879768,1,380,29
3879767,1,380,21
3879767,1,380,24
3879767,1,380,37
3879767,1,380,47
3879767,2,380,57
3879766,1,380,40
3879766,2,380,66
3879765,1,380,5
3879765,1,380,6
3879764,2,380,50
3879763,1,380,43
3879763,2,380,68
3879762,1,380,30
3879762,2,380,55
3879761,2,380,51
3879761,2,380,74
3879759,2,380,46
3879759,2,380,83
3879758,1,380,44
3879757,1,380,4
3879757,1,380,26
3879757,2,380,73
3879757,1,380,21
3879753,1,380,35
3879753,1,380,39
3879753,2,380,47
3879753,2,380,49
3879753,2,380,69
3879752,1,380,32
3879752,2,380,56
3879752,2,380,69
3879751,1,380,29
3879751,2,380,51
3879751,2,380,59
3879751,2,380,61
3879751,2,380,88
3879736,1,380,44
3879736,2,380,49
3879736,2,380,56
3879734,1,380,16
3879734,2,380,47
3879733,2,380,72
3879733,2,380,90
3879731,2,380,68
3879730,1,380,7
3879730,1,380,12
3879730,1,380,15
3879730,2,380,56
3879730,2,380,60
3879730,2,380,77
3879729,1,380,29
3879729,1,380,44
3879729,2,380,49
3879729,2,380,52
3879728,2,380,58
3879728,2,380,62
3879726,1,380,29
3879725,2,380,76
3879724,1,380,1
3879724,2,380,72
3879724,2,380,91
3879723,2,380,47
3879722,1,380,29
3879722,1,380,41
3879722,2,380,82
3879721,1,380,18
3879721,1,380,32
3879720,1,380,23
3879720,1,380,26
3879719,2,380,65
3879719,2,380,70
3879719,2,380,83
3879719,2,380,93
3879718,1,380,22
3879718,2,380,89
3879717,1,380,10
3879717,2,380,93
3879714,1,380,27
3879714,1,380,32
3879714,1,380,36
3879714,2,380,82
3879714,2,380,87
3879714,2,380,50
3879713,1,380,5
3879713,1,380,39
3879713,2,380,60
3879713,2,380,66
3879712,1,380,34
3879712,2,380,72
3879712,2,380,76
3879710,1,380,11
3879710,1,380,23
3879710,2,380,53
3879710,2,380,79
3879710,2,380,86
3879709,1,380,23
3879709,2,380,73
3879708,1,380,26
3879708,1,380,31
3879698,1,380,7
3879698,1,380,31
3879698,2,380,47
3879698,2,380,60
3879696,1,380,21
3879696,1,380,39
3879695,1,380,3
3879695,2,380,70
3879695,2,380,74
3879695,2,380,87
3879694,1,380,1
3879694,1,380,17
3879694,2,380,70
3879694,2,380,76
3879693,1,380,14
3879693,1,380,17
3879693,1,380,25
3879693,1,380,41
3879692,1,380,6
3879692,2,380,46
3879691,1,380,40
3879691,2,380,60
3879690,1,380,3
3879690,2,380,87
3879689,1,380,26
3879689,1,380,32
3879689,2,380,54
3879688,1,380,16
3879688,1,380,24
3879687,1,380,8
3879687,1,380,32
3879687,1,380,36
3879687,1,380,40
3879687,2,380,81
3879687,2,380,73
3879686,1,380,2
3879686,1,380,18
3879686,1,380,41
3879686,2,380,92
3879685,2,380,78
3879685,2,380,80
3879684,1,380,16
3879684,2,380,45
3879684,2,380,63
3879683,1,380,26
3879682,2,380,55
3879681,2,380,94
3879680,2,380,78
3879679,1,380,19
3879679,1,380,29
3879679,2,380,58
3879679,2,380,59
3879679,2,380,70
3879679,2,380,80
3879678,1,380,25
3879678,2,380,69
3879678,2,380,71
3879677,1,380,45
3879677,2,380,91
3879677,2,380,92
3879677,2,380,95
3879676,1,380,3
3879676,2,380,49
3879674,2,380,81
3879673,1,380,21
3879673,1,380,46
3879673,2,380,74
3879672,1,380,6
3879672,1,380,36
3879672,1,380,43
3879672,2,380,57
3879672,2,380,70
3879672,2,380,84
3879671,1,380,12
3879671,1,380,41
3879671,2,380,76
3879671,2,380,92
3879670,1,380,7
3879670,1,380,44
3879670,2,380,81
3879669,1,380,15
3879669,1,380,32
3879669,1,380,40
3879668,1,380,45
3879667,1,380,15
3879667,1,380,44
3879667,2,380,73
3879667,1,380,21
3879666,1,380,17
3879666,1,380,38
3879666,2,380,48
3879666,2,380,68
3879666,2,380,80
3879664,2,380,52
3879664,2,380,75
3879662,1,380,19
3879662,1,380,31
3879661,2,380,51
3879661,2,380,53
3879661,2,380,61
3879661,2,380,84
3879660,1,380,14
3879660,1,380,17
3879660,1,380,40
3879660,2,380,49
3879660,2,380,91
3879659,1,380,4
3879659,2,380,60
3879659,2,380,86
3879658,1,380,40
3879657,1,380,41
3879657,2,380,88
3879656,1,380,23
3879656,1,380,35
3879656,1,380,41
3879656,1,380,44
3879656,2,380,47
3879655,2,380,77
3879655,2,380,92
3879654,2,380,75
3879652,2,380,51
3879652,2,380,56
3879650,2,380,45
3879650,2,380,50
3879650,2,380,60
3879649,1,380,4
3879649,1,380,16
3879649,1,380,23
3879649,2,380,59
3879649,2,380,85
3879648,1,380,22
3879648,1,380,30
3879648,2,380,82
3879648,2,380,85
3879647,2,380,90
3879646,1,380,25
3879646,2,380,61
3879646,2,380,85
3879644,1,380,17
3879644,1,380,24
3879644,2,380,78
3879643,1,380,7
3879643,1,380,26
3879643,1,380,38
3879643,2,380,89
3879641,2,380,60
3879640,2,380,88
3879640,2,380,92
3879639,2,380,82
3879639,2,380,93
3879638,2,380,58
3879637,1,380,31
3879637,1,380,6
3879635,1,380,1
3879635,2,380,61
3879635,2,380,66
3879634,1,380,7
3879634,2,380,56
3879634,2,380,79
3879633,1,380,4
3879631,1,380,25
3879631,2,380,45
3879631,2,380,71
3879631,2,380,79
3879631,1,380,41
3879630,2,380,53
3879630,2,380,88
3879630,2,380,92
3879629,1,380,21
3879629,1,380,39
3879629,2,380,47
3879629,2,380,68
3879629,2,380,74
3879619,2,380,50
3879619,2,380,92
3879619,2,380,94
3879618,2,380,64
3879617,1,380,13
3879617,2,380,51
3879617,2,380,71
3879617,2,380,86
3879616,1,380,9
3879616,2,380,57
3879615,1,380,27
3879614,1,380,30
3879613,1,380,18
3879613,1,380,31
3879613,1,380,37
3879613,2,380,83
3879612,1,380,5
3879612,1,380,30
3879612,1,380,37
3879612,2,380,74
3879611,2,380,70
3879610,1,380,9
3879610,2,380,61
3879608,1,380,5
3879608,1,380,13
3879606,1,380,7
3879606,1,380,33
3879605,2,380,52
3879602,1,380,23
3879602,1,380,28
3879602,1,380,30
3879602,1,380,42
3879602,2,380,86
3879601,2,380,51
3879601,2,380,57
3879601,2,380,84
3879599,1,380,24
3879599,2,380,52
3879599,2,380,78
3879599,2,380,83
3879598,1,380,30
3879597,1,380,18
3879597,2,380,50
3879597,2,380,92
3879596,2,380,58
3879596,2,380,66
3879595,2,380,56
3879595,1,380,24
3879594,2,380,51
3879593,1,380,38
3879593,2,380,79
3879592,1,380,3
3879592,1,380,8
3879592,2,380,62
3879592,2,380,76
3879591,1,380,19
3879590,1,380,25
3879590,1,380,27
3879590,1,380,33
3879590,2,380,66
3879590,2,380,93
3879590,2,380,88
3879589,2,380,50
3879589,2,380,65
3879589,2,380,90
3879588,1,380,15
3879588,2,380,85
3879588,2,380,68
3879586,1,380,10
3879586,1,380,27
3879586,1,380,44
3879586,2,380,53
3879586,2,380,74
3879584,1,380,19
3879583,1,380,5
3879583,1,380,33
3879583,2,380,93
3879581,2,380,58
3879580,1,380,27
3879580,2,380,48
3879578,1,380,23
3879578,2,380,46
3879578,2,380,91
3879577,1,380,43
3879577,2,380,56
3879576,2,380,52
3879576,2,380,54
3879575,1,380,40
3879575,2,380,83
3879573,1,380,6
3879573,2,380,59
3879573,2,380,66
3879572,2,380,45
3879572,2,380,72
3879572,2,380,74
3879571,1,380,6
3879571,1,380,42
3879571,2,380,62
3879570,1,380,0
3879570,1,380,12
3879570,1,380,16
3879570,2,380,76
3879570,2,380,92
3879569,1,380,22
3879568,2,380,62
3879568,2,380,72
3879565,2,380,50
3879565,2,380,75
3879563,2,380,87
3879561,1,380,5
3879561,1,380,33
3879561,2,380,89
3879560,2,380,79
3879560,2,380,93
3879559,1,380,4
3879559,1,380,32
3879559,2,380,51
3879559,2,380,62
3879558,2,380,71
3879558,2,380,74
3879558,2,380,54
3879557,2,380,69
3879557,2,380,82
3879555,2,380,90
3879555,2,380,93
3879555,1,380,5
3879554,2,380,47
3879554,2,380,70
3879554,1,380,43
3879553,1,380,2
3879553,1,380,23
3879552,1,380,30
3879552,2,380,60
3879552,2,380,84
3879551,1,380,32
3879551,2,380,62
3879551,2,380,85
3879550,1,380,3
3879550,1,380,17
3879550,1,380,22
3879550,2,380,59
3879550,2,380,75
3879549,1,380,9
3879548,1,380,25
3879548,2,380,61
3879548,2,380,62
3879547,1,380,23
3879547,1,380,27
3879547,1,380,30
3879547,1,380,33
3879547,2,380,50
3879547,2,380,67
3879546,1,380,30
3879545,2,380,49
3879545,2,380,68
3879545,2,380,84
3879544,1,380,34
3879543,2,380,49
3879543,2,380,91
3879542,2,380,55
3879541,2,380,70
3879541,2,380,81
3879540,2,380,74
3879538,1,380,33
3879538,2,380,61
3879537,1,380,4
3879537,1,380,9
3879537,1,380,45
3879537,2,380,50
3879537,2,380,57
3878609,2,380,59
3878609,1,380,36
3878604,1,380,13
3878604,1,380,34
3878604,2,380,47
3878604,2,380,58
3878604,2,380,78
3878603,1,380,18
3878603,2,380,72
3878603,2,380,91
3878602,1,380,20
3878602,1,380,31
3878602,1,380,39
3878602,2,380,71
3878602,2,380,74
3878601,2,380,74
3878601,2,380,78
3878600,2,380,57
3878599,1,380,12
3878599,1,380,21
3878599,1,380,32
3878599,1,380,39
3878598,1,380,5
3878598,2,380,62
3878598,2,380,87
3878598,1,380,22
3878597,1,380,2
3878597,1,380,6
3878597,1,380,17
3878597,2,380,49
3878596,2,380,48
3878596,2,380,65
3878596,2,380,70
3878596,2,380,72
3878595,2,380,63
3878595,2,380,72
3878594,1,380,4
3878594,2,380,82
3878593,1,380,43
3878593,2,380,92
3878592,2,380,59
3878558,1,380,8
3878558,1,380,38
3878558,2,380,56
3878558,2,380,58
3878557,1,380,7
3878556,1,380,9
3878556,2,380,66
3878556,2,380,68
3878556,2,380,76
3878555,2,380,60
3878555,2,380,78
3878555,2,380,86
3878554,2,380,56
3878554,2,380,75
3878553,1,380,11
3878553,1,380,29
3878553,1,380,44
3878553,2,380,67
3878552,1,380,30
3878552,2,380,80
3878552,2,380,88
3878551,1,380,15
3878551,1,380,19
3878551,2,380,68
3878550,2,380,85
3878549,1,380,6
3878549,2,380,54
3878549,2,380,59
3878549,2,380,62
3878548,2,380,77
3878547,1,380,6
3878547,2,380,58
3878547,2,380,63
3878546,1,380,2
3878546,1,380,31
3878546,2,380,83
3878545,1,380,13
3878545,1,380,20
3878545,1,380,30
3878545,1,380,32
3878545,1,380,36
3878545,1,380,37
3878545,2,380,87
3878544,2,380,90
3878543,2,380,92
3878542,1,380,37
3878542,2,380,55
3878541,2,380,60
3878541,2,380,65
3878540,1,380,16
3878540,1,380,22
3878540,1,380,42
