match_id,period,n_matches,goal_time,home
3900613,2,377,81,1
3900612,1,377,4,1
3900612,2,377,45,1
3900612,2,377,55,1
3900612,2,377,89,1
3900611,2,377,72,1
3900611,1,377,34,1
3900610,2,377,67,0
3900581,2,377,50,1
3900580,1,377,23,0
3900580,2,377,79,1
3900580,2,377,83,1
3900579,1,377,13,0
3900579,1,377,28,1
3900579,2,377,76,1
3900578,1,377,9,1
3900578,1,377,44,0
3900576,1,377,15,0
3900575,1,377,11,1
3900575,2,377,50,0
3900575,2,377,65,0
3900575,2,377,89,0
3900574,1,377,17,1
3900574,2,377,66,0
3900574,2,377,71,1
3900574,2,377,80,1
3900574,2,377,91,1
3900573,1,377,40,1
3900573,2,377,73,1
3900572,1,377,7,0
3900572,1,377,30,0
3900572,2,377,50,1
3900572,2,377,72,1
3900571,1,377,3,0
3900571,1,377,21,0
3900571,1,377,34,1
3900571,1,377,40,1
3900569,2,377,60,1
3900566,1,377,20,1
3900566,2,377,78,1
3900563,2,377,62,0
3900563,2,377,76,0
3900562,1,377,15,0
3900562,1,377,35,0
3900562,2,377,49,0
3900561,1,377,11,1
3900561,2,377,86,0
3900560,1,377,30,1
3900559,1,377,18,0
3900559,1,377,36,1
3900558,2,377,81,1
3900557,1,377,10,1
3900557,1,377,16,1
3900557,1,377,23,0
3900557,2,377,60,1
3900557,2,377,76,1
3900557,2,377,90,1
3900556,1,377,39,0
3900556,2,377,82,1
3900555,2,377,52,0
3900555,2,377,85,1
3900554,1,377,22,0
3900554,2,377,58,1
3900553,1,377,5,0
3900553,2,377,77,1
3900552,1,377,31,0
3900552,2,377,53,1
3900552,2,377,61,1
3900551,1,377,27,1
3900551,2,377,54,1
3900551,2,377,83,1
3900550,2,377,61,1
3900550,2,377,78,0
3900543,1,377,35,1
3900543,2,377,46,0
3900542,1,377,27,0
3900542,2,377,55,0
3900542,2,377,69,1
3900527,1,377,11,1
3900527,1,377,17,0
3900527,1,377,38,0
3900527,2,377,50,1
3900527,2,377,71,0
3900527,2,377,81,1
3900526,1,377,19,1
3900526,1,377,24,1
3900524,1,377,17,1
3900524,1,377,30,0
3900520,1,377,10,0
3900520,1,377,13,1
3900520,2,377,47,0
3900520,2,377,79,0
3900520,2,377,83,1
3900520,1,377,7,0
3900516,1,377,40,0
3900516,2,377,50,0
3900513,1,377,8,0
3900513,2,377,68,1
3900512,1,377,11,0
3900512,1,377,20,1
3900512,2,377,68,1
3900512,2,377,83,1
3900510,1,377,19,1
3900510,2,377,70,1
3900510,2,377,47,1
3900509,1,377,40,1
3900509,2,377,58,1
3900509,2,377,92,1
3900508,1,377,22,0
3900508,1,377,35,1
3900508,1,377,39,1
3900508,2,377,47,1
3900507,1,377,15,0
3900503,2,377,72,0
3900503,2,377,86,1
3900502,1,377,32,1
3900502,2,377,57,1
3900502,2,377,61,0
3900502,2,377,77,1
3900502,2,377,91,1
3900501,1,377,5,1
3900501,1,377,17,1
3900501,2,377,65,1
3900501,2,377,73,1
3900501,2,377,77,1
3900500,1,377,3,0
3900500,2,377,60,0
3900499,2,377,52,0
3900498,1,377,34,1
3900496,1,377,33,0
3900496,1,377,38,1
3900495,1,377,30,1
3900494,1,377,43,1
3900494,2,377,67,1
3900493,2,377,77,0
3900492,1,377,0,1
3900492,2,377,63,0
3900492,2,377,82,1
3900492,2,377,92,0
3900490,2,377,74,0
3829438,2,377,65,1
3829438,2,377,66,0
3829438,2,377,76,1
3829413,2,377,56,0
3829428,2,377,68,1
3829522,1,377,10,0
3829522,1,377,41,1
3829522,2,377,69,0
3829521,2,377,77,1
3829520,1,377,10,0
3829517,1,377,0,1
3829517,1,377,31,1
3829517,1,377,42,1
3829517,1,377,10,0
3829516,1,377,24,1
3829516,2,377,67,0
3829515,2,377,62,1
3829515,2,377,87,1
3829509,1,377,20,1
3829509,1,377,36,0
3829508,2,377,73,0
3829507,1,377,23,1
3829507,1,377,26,0
3829507,1,377,32,0
3829506,1,377,29,0
3829506,1,377,32,1
3829505,1,377,19,1
3829505,2,377,69,1
3829504,2,377,71,0
3829504,2,377,82,0
3829503,1,377,40,1
3829503,2,377,49,1
3829503,2,377,61,1
3829502,1,377,38,1
3829502,2,377,83,0
3829501,1,377,40,0
3829501,2,377,50,1
3829500,1,377,29,0
3829500,1,377,40,1
3829500,1,377,43,1
3829498,1,377,37,0
3829498,2,377,46,1
3829498,2,377,63,1
3829498,2,377,78,1
3829498,2,377,88,0
3829497,2,377,80,0
3829494,1,377,20,0
3829494,1,377,24,1
3829494,1,377,43,1
3829494,2,377,48,0
3829493,1,377,42,1
3829493,2,377,63,1
3829492,1,377,4,0
3829491,1,377,37,0
3829491,2,377,68,0
3829491,2,377,78,1
3829490,1,377,4,0
3829490,1,377,18,1
3829490,1,377,38,0
3829490,1,377,45,0
3829490,2,377,52,0
3829489,1,377,5,1
3829489,2,377,47,0
3829489,2,377,56,1
3829488,1,377,14,0
3829488,1,377,29,1
3829488,1,377,44,0
3829488,2,377,64,1
3829488,2,377,70,0
3829488,2,377,88,1
3829487,1,377,27,1
3829487,2,377,54,1
3829486,1,377,7,1
3829486,1,377,30,1
3829486,1,377,41,1
3829485,1,377,10,0
3829485,2,377,70,1
3829484,1,377,16,1
3829484,1,377,39,1
3829484,1,377,46,1
3829484,2,377,77,0
3829483,1,377,10,1
3829483,2,377,47,0
3829483,2,377,72,0
3829483,2,377,79,0
3829483,2,377,89,0
3829482,2,377,55,1
3829481,1,377,25,1
3829481,2,377,55,0
3829481,2,377,64,0
3829481,2,377,94,0
3829481,1,377,44,1
3829480,1,377,12,0
3829477,2,377,66,1
3829477,2,377,89,0
3829476,1,377,17,1
3829476,2,377,87,1
3829475,1,377,5,0
3829475,1,377,32,1
3829475,1,377,41,1
3829475,2,377,67,1
3829475,2,377,74,1
3829475,2,377,83,1
3829475,2,377,50,1
3829473,1,377,17,1
3829473,2,377,75,1
3829473,2,377,82,1
3829472,1,377,24,0
3829472,2,377,68,1
3829471,1,377,22,0
3829471,2,377,88,1
3829468,1,377,22,1
3829468,1,377,34,0
3829468,2,377,60,1
3829467,1,377,18,1
3829467,1,377,31,0
3829467,2,377,92,1
3829465,2,377,82,1
3829465,2,377,83,0
3829464,1,377,21,1
3829464,1,377,31,0
3829464,1,377,37,0
3829464,2,377,93,0
3829463,2,377,48,0
3829463,2,377,73,1
3829462,1,377,16,0
3829461,1,377,14,1
3829461,2,377,45,1
3829461,2,377,65,1
3829461,2,377,69,1
3829461,2,377,77,0
3829460,2,377,66,0
3829460,2,377,88,0
3829458,1,377,27,1
3829458,1,377,29,1
3829458,2,377,55,0
3829458,2,377,79,0
3829457,1,377,23,0
3829457,2,377,58,0
3829457,2,377,91,1
3829456,1,377,32,0
3829456,2,377,45,1
3829456,2,377,72,1
3829456,2,377,92,1
3829455,1,377,20,0
3829455,1,377,37,0
3829455,2,377,62,0
3829455,2,377,91,1
3829453,1,377,26,1
3829453,1,377,29,0
3829453,1,377,33,1
3829453,2,377,77,0
3829452,1,377,47,1
3829452,2,377,86,1
3829451,1,377,19,1
3829451,1,377,40,0
3829451,2,377,61,1
3829450,2,377,56,0
3829450,2,377,72,0
3829450,2,377,82,0
3829449,1,377,4,0
3829449,2,377,66,1
3829449,2,377,89,1
3829449,1,377,16,1
3829448,1,377,20,1
3829448,2,377,47,0
3829448,2,377,53,1
3829448,2,377,65,1
3829448,2,377,84,1
3829447,1,377,22,1
3829444,1,377,17,0
3829444,1,377,43,0
3829444,2,377,56,0
3829444,2,377,86,0
3829443,2,377,71,1
3829443,2,377,88,1
3829441,1,377,18,1
3829441,2,377,46,1
3829441,2,377,55,1
3829441,2,377,62,1
3829441,2,377,86,1
3829441,2,377,89,1
3829440,2,377,86,0
3829437,1,377,1,0
3829437,1,377,19,0
3829436,2,377,75,1
3829435,1,377,6,0
3829435,1,377,11,1
3829435,2,377,54,0
3829434,1,377,4,1
3829434,2,377,89,1
3829434,1,377,38,1
3829432,1,377,10,1
3829432,1,377,20,1
3829431,1,377,3,0
3829431,2,377,90,1
3829430,1,377,13,1
3829429,2,377,84,1
3829427,1,377,2,1
3829427,1,377,5,0
3829427,1,377,15,0
3829427,1,377,41,0
3829427,2,377,76,1
3829427,2,377,92,1
3829426,2,377,78,0
3829424,2,377,57,1
3829424,2,377,90,0
3829421,1,377,16,0
3829421,1,377,25,1
3829421,2,377,52,1
3829420,1,377,40,1
3829420,2,377,79,0
3829420,2,377,86,0
3829419,1,377,3,0
3829419,2,377,78,0
3829418,2,377,88,1
3829415,1,377,38,0
3829415,2,377,49,1
3829415,2,377,68,1
3829414,1,377,26,0
