match_id,period,n_matches,goal_time
3825650,2,380,66
3825650,2,380,86
3825649,1,380,26
3825648,1,380,20
3825765,1,380,42
3825765,2,380,63
3825766,2,380,48
3825764,1,380,29
3825764,2,380,59
3825764,2,380,84
3825760,2,380,45
3825760,2,380,55
3825760,2,380,62
3825760,2,380,90
3825763,1,380,2
3825763,2,380,73
3825762,1,380,31
3825762,1,380,40
3825759,1,380,8
3825759,1,380,23
3825759,1,380,42
3825758,1,380,7
3825758,1,380,18
3825758,1,380,22
3825758,2,380,45
3825756,1,380,0
3825756,2,380,46
3825756,2,380,54
3825756,2,380,75
3825755,2,380,49
3825754,1,380,4
3825754,1,380,32
3825754,2,380,89
3825750,1,380,17
3825750,1,380,32
3825750,2,380,50
3825752,1,380,44
3825752,2,380,90
3825752,2,380,93
3825751,1,380,23
3825753,2,380,54
3825749,1,380,24
3825749,2,380,46
3825749,2,380,48
3825749,2,380,62
3825749,2,380,65
3825747,1,380,3
3825747,1,380,11
3825747,1,380,26
3825747,1,380,39
3825747,2,380,49
3825747,2,380,51
3825747,2,380,79
3825745,1,380,26
3825745,2,380,92
3825746,1,380,6
3825746,2,380,70
3825743,1,380,20
3825743,1,380,25
3825743,1,380,35
3825744,1,380,3
3825744,1,380,23
3825744,1,380,39
3825744,2,380,87
3825742,1,380,26
3825742,1,380,35
3825742,2,380,70
3825742,2,380,73
3825742,2,380,76
3825741,1,380,0
3825741,1,380,8
3825741,1,380,36
3825741,1,380,43
3825741,2,380,52
3825741,2,380,80
3825739,1,380,6
3825739,1,380,8
3825739,1,380,11
3825739,1,380,17
3825739,1,380,40
3825739,2,380,61
3825738,1,380,16
3825738,2,380,67
3825738,2,380,88
3825737,1,380,25
3825737,1,380,28
3825737,1,380,36
3825737,2,380,93
3825734,1,380,25
3825734,2,380,74
3825733,1,380,39
3825733,1,380,41
3825733,2,380,71
3825732,1,380,34
3825732,1,380,39
3825732,2,380,56
3825732,2,380,62
3825732,2,380,64
3825732,2,380,83
3825732,2,380,88
3825729,1,380,25
3825729,2,380,50
3825728,2,380,48
3825728,2,380,79
3825730,2,380,78
3825730,2,380,81
3825727,1,380,14
3825727,1,380,21
3825727,2,380,73
3825723,2,380,71
3825723,2,380,80
3825723,2,380,82
3825726,1,380,23
3825726,2,380,58
3825725,2,380,56
3825724,1,380,14
3825724,1,380,21
3825724,2,380,48
3825724,2,380,62
3825724,2,380,90
3825722,1,380,15
3825722,2,380,68
3825722,2,380,70
3825716,1,380,14
3825716,1,380,26
3825716,2,380,50
3825716,2,380,62
3825719,1,380,16
3825719,2,380,61
3825719,2,380,65
3825719,2,380,80
3825720,1,380,2
3825720,1,380,16
3825720,2,380,70
3825720,2,380,81
3825717,1,380,16
3825717,1,380,36
3825717,1,380,45
3825721,1,380,35
3825721,2,380,47
3825721,2,380,94
3825718,1,380,15
3825718,1,380,45
3825718,2,380,81
3825718,2,380,82
3825715,1,380,7
3825715,1,380,25
3825714,2,380,80
3825713,2,380,63
3825710,1,380,41
3825710,2,380,48
3825710,2,380,66
3825710,2,380,85
3825709,1,380,15
3825709,1,380,40
3825646,1,380,24
3825646,2,380,60
3825646,2,380,75
3825645,1,380,36
3825645,2,380,57
3825644,1,380,10
3825644,1,380,16
3825644,1,380,36
3825644,2,380,55
3825644,2,380,88
3825640,1,380,7
3825640,1,380,34
3825640,2,380,81
3825640,2,380,83
3825636,2,380,61
3825636,2,380,84
3825635,1,380,7
3825635,1,380,22
3825635,2,380,84
3825635,2,380,95
3825634,1,380,2
3825634,1,380,39
3825633,1,380,35
3825633,2,380,75
3825633,2,380,77
3825632,1,380,7
3825632,1,380,20
3825632,1,380,40
3825632,2,380,73
3825632,2,380,87
3825632,2,380,95
3825631,1,380,8
3825631,2,380,90
3825630,1,380,29
3825630,2,380,62
3825630,2,380,79
3825630,2,380,88
3825629,1,380,40
3825629,2,380,66
3825629,2,380,89
3825627,1,380,14
3825627,1,380,21
3825627,1,380,31
3825627,2,380,68
3825627,2,380,69
3825627,2,380,76
3825627,2,380,85
3825625,1,380,26
3825625,1,380,29
3825625,2,380,81
3825624,1,380,7
3825624,2,380,70
3825622,1,380,19
3825622,1,380,33
3825622,2,380,59
3825622,2,380,68
3825621,1,380,8
3825621,2,380,82
3825620,1,380,19
3825620,2,380,60
3825617,2,380,51
3825617,2,380,57
3825617,2,380,73
3825615,1,380,9
3825615,2,380,61
3825615,2,380,91
3825610,1,380,16
3825610,2,380,45
3825610,2,380,56
3825605,1,380,22
3825605,1,380,45
3825605,2,380,50
3825605,2,380,67
3825605,2,380,85
3825604,1,380,25
3825603,2,380,53
3825603,2,380,58
3825603,2,380,71
3825602,1,380,18
3825602,2,380,66
3825602,2,380,69
3825600,2,380,70
3825599,1,380,17
3825597,1,380,41
3825596,1,380,3
3825596,1,380,7
3825596,1,380,15
3825596,1,380,27
3825596,1,380,33
3825594,1,380,14
3825594,1,380,25
3825594,2,380,53
3825593,2,380,61
3825593,2,380,76
3825592,1,380,19
3825592,1,380,43
3825592,2,380,70
3825592,2,380,86
3825592,2,380,89
3825590,2,380,54
3825589,1,380,1
3825588,1,380,6
3825588,1,380,26
3825588,1,380,27
3825588,2,380,60
3825587,1,380,5
3825587,1,380,23
3825587,2,380,69
3825587,2,380,82
3825585,1,380,12
3825585,1,380,17
3825585,1,380,22
3825585,2,380,47
3825585,2,380,73
3825585,2,380,60
3825583,2,380,90
3825582,1,380,40
3825581,1,380,6
3825581,1,380,16
3825581,1,380,19
3825581,1,380,27
3825581,2,380,61
3825581,2,380,80
3825580,1,380,11
3825580,2,380,57
3825578,1,380,33
3825578,2,380,60
3825577,1,380,25
3825577,1,380,28
3825577,2,380,79
3825576,1,380,38
3825576,1,380,44
3825574,1,380,10
3825574,2,380,49
3825574,2,380,87
3825571,1,380,4
3825571,2,380,66
3825571,2,380,86
3825571,2,380,92
3825569,1,380,39
3825569,2,380,54
3825569,2,380,76
3825568,1,380,31
3825568,2,380,86
3825565,1,380,2
3825563,1,380,15
266498,1,380,7
266498,1,380,18
266498,1,380,31
266498,1,380,39
266498,2,380,50
266498,2,380,56
266986,2,380,49
266986,2,380,80
267533,2,380,55
267533,2,380,61
267533,2,380,84
266310,1,380,10
266310,1,380,23
266310,2,380,46
266310,2,380,52
266310,2,380,63
266310,2,380,72
266310,2,380,78
266310,2,380,80
267576,1,380,9
267576,1,380,29
267576,1,380,37
266653,1,380,21
266653,1,380,22
266653,2,380,52
266653,2,380,56
266653,2,380,71
266653,2,380,85
265944,1,380,11
265944,2,380,62
265944,2,380,73
265944,2,380,76
265944,2,380,85
265944,2,380,87
265894,1,380,1
265894,1,380,31
265894,2,380,50
265958,1,380,7
265958,2,380,51
265958,2,380,60
265958,2,380,73
265958,2,380,82
267611,1,380,24
267611,2,380,53
267611,2,380,87
267422,2,380,72
266236,2,380,53
267274,2,380,58
267274,2,380,85
266961,1,380,38
266961,2,380,61
266961,2,380,76
266961,2,380,85
266885,1,380,21
266885,1,380,40
266885,2,380,52
266885,2,380,90
266815,1,380,24
266815,1,380,26
266815,1,380,30
266815,2,380,66
267506,1,380,21
267506,1,380,37
267506,2,380,85
266664,1,380,4
266106,1,380,19
266106,1,380,40
266106,2,380,56
266106,2,380,62
266149,1,380,6
266149,1,380,30
266149,2,380,46
266149,2,380,61
266149,2,380,68
266149,2,380,81
266620,1,380,7
266620,1,380,13
266620,2,380,57
266620,2,380,82
266056,1,380,7
266056,1,380,41
266056,2,380,75
266056,2,380,83
267327,1,380,32
267327,2,380,45
267327,2,380,82
267327,1,380,29
266166,2,380,50
266166,2,380,54
266166,2,380,76
266160,2,380,91
266160,1,380,20
265839,1,380,19
265839,1,380,30
265839,2,380,47
266424,1,380,10
266424,1,380,38
266424,2,380,52
266424,2,380,73
266467,1,380,25
266467,1,380,29
266467,2,380,55
266467,2,380,79
266467,2,380,82
267273,1,380,5
267273,1,380,9
267273,1,380,38
266490,2,380,49
266490,2,380,55
266490,2,380,60
266490,2,380,65
266490,2,380,89
266254,1,380,27
266254,1,380,38
266254,2,380,58
266254,2,380,74
266254,2,380,81
266254,2,380,83
266254,2,380,90
266557,1,380,45
266557,2,380,62
266557,1,380,25
