match_id,period,n_matches,goal_time,home
3754336,1,380,21,1
3754336,1,380,35,0
3754336,2,380,81,1
3754247,1,380,9,0
3754156,2,380,51,1
3754156,2,380,64,1
3754156,2,380,74,0
3754265,1,380,31,0
3754265,2,380,76,1
3754000,2,380,68,0
3754003,2,380,48,1
3754003,2,380,69,1
3754003,2,380,83,0
3754003,2,380,85,1
3754344,1,380,8,1
3754344,2,380,51,1
3754131,1,380,10,0
3754131,1,380,27,0
3754131,2,380,47,1
3754131,2,380,52,1
3754131,2,380,65,0
3754131,2,380,78,0
3754131,2,380,81,1
3754300,1,380,12,0
3754300,2,380,75,1
3754300,2,380,82,0
3754300,2,380,85,1
3754312,1,380,15,0
3754312,1,380,27,1
3754312,2,380,54,0
3754138,1,380,37,0
3754138,2,380,48,0
3754138,2,380,68,1
3754138,2,380,93,0
3754203,1,380,26,0
3754203,1,380,37,0
3754203,2,380,54,1
3754190,2,380,70,1
3754190,2,380,86,1
3754190,2,380,76,0
3754066,1,380,31,1
3754066,2,380,77,1
3754066,2,380,82,1
3754034,1,380,21,0
3754034,1,380,44,0
3754034,2,380,83,0
3753985,2,380,85,0
3753987,2,380,80,0
3753987,2,380,81,1
3754180,1,380,47,0
3754180,2,380,61,1
3754059,1,380,19,0
3754059,1,380,29,0
3754059,1,380,34,1
3754059,1,380,41,0
3754059,2,380,58,1
3754064,1,380,16,0
3754064,1,380,21,0
3754064,2,380,63,1
3754064,2,380,82,1
3754064,2,380,85,1
3754065,2,380,82,0
3754173,1,380,26,1
3754173,2,380,62,1
3753973,1,380,16,0
3753973,1,380,47,1
3753973,2,380,60,0
3753973,2,380,88,1
3753975,1,380,12,0
3753975,1,380,45,1
3753976,1,380,14,1
3753976,1,380,31,0
3753976,2,380,73,0
3753977,1,380,17,0
3753977,2,380,50,0
3753977,2,380,85,1
3753980,1,380,6,0
3753980,1,380,41,0
3753981,2,380,57,1
3753982,1,380,37,1
3753986,1,380,7,1
3753986,1,380,21,0
3753986,1,380,31,1
3753986,2,380,49,1
3753986,2,380,64,1
3753988,1,380,36,1
3753988,1,380,38,0
3753988,2,380,49,1
3753988,2,380,61,0
3753988,2,380,77,1
3753989,1,380,37,1
3753989,1,380,41,1
3753989,2,380,54,1
3753991,1,380,33,1
3753991,1,380,40,1
3753991,2,380,56,1
3753992,1,380,15,1
3753992,1,380,30,0
3753992,2,380,71,0
3753994,1,380,42,1
3753994,2,380,60,1
3753994,2,380,63,0
3753994,2,380,74,1
3753994,2,380,86,1
3753997,2,380,57,1
3753997,2,380,84,1
3753998,2,380,68,1
3753998,2,380,78,1
3753998,1,380,12,0
3754002,1,380,24,1
3754004,1,380,9,1
3754004,2,380,53,1
3754004,2,380,74,1
3754005,2,380,79,1
3754009,1,380,45,1
3754009,2,380,81,0
3754012,1,380,41,1
3754012,2,380,74,0
3754012,2,380,88,0
3754016,1,380,3,1
3754016,1,380,37,1
3754016,2,380,54,1
3754016,2,380,64,0
3754018,1,380,19,1
3754018,1,380,32,1
3754018,2,380,64,0
3754018,2,380,66,1
3754021,1,380,16,1
3754021,2,380,66,0
3754021,2,380,74,0
3754021,2,380,83,0
3754022,2,380,67,1
3754024,1,380,40,1
3754024,2,380,81,1
3754024,2,380,88,1
3754026,1,380,25,0
3754026,2,380,46,1
3754026,2,380,67,1
3754027,1,380,39,0
3754027,1,380,41,1
3754027,2,380,59,1
3754027,2,380,66,1
3754027,2,380,78,1
3754030,1,380,45,0
3754030,1,380,47,1
3754031,1,380,2,1
3754031,1,380,38,0
3754031,2,380,81,1
3754032,2,380,48,1
3754032,2,380,54,0
3754032,2,380,66,1
3754032,2,380,77,1
3754033,1,380,4,1
3754033,1,380,32,1
3754033,2,380,64,1
3754033,2,380,87,0
3754035,1,380,5,0
3754035,1,380,18,1
3754035,2,380,65,1
3754036,2,380,62,0
3754036,2,380,71,1
3754036,2,380,91,1
3754036,1,380,29,1
3754061,1,380,38,1
3754061,2,380,84,0
3754062,1,380,19,1
3754062,1,380,32,0
3754062,2,380,84,0
3754062,2,380,72,1
3754063,1,380,27,0
3754063,1,380,46,1
3754063,2,380,47,0
3754063,2,380,89,1
3754063,2,380,92,1
3754069,2,380,71,1
3754071,1,380,2,0
3754071,1,380,20,1
3754071,1,380,39,1
3754071,2,380,60,0
3754071,2,380,84,0
3754071,2,380,48,0
3754075,1,380,25,0
3754075,1,380,47,0
3754075,2,380,45,0
3754075,2,380,58,0
3754080,2,380,63,1
3754081,2,380,65,1
3754086,1,380,10,1
3754086,1,380,44,1
3754086,2,380,52,1
3754086,2,380,63,0
3754087,2,380,50,1
3754087,2,380,62,0
3754088,1,380,8,0
3754088,1,380,37,0
3754088,1,380,41,1
3754088,2,380,66,1
3754088,2,380,78,0
3754088,2,380,89,1
3754089,1,380,25,1
3754089,1,380,30,0
3754089,2,380,56,0
3754092,1,380,34,0
3754092,1,380,43,0
3754092,2,380,57,1
3754092,2,380,82,1
3754094,1,380,13,1
3754094,1,380,22,1
3754094,2,380,52,1
3754095,1,380,15,0
3754100,1,380,43,0
3754100,2,380,82,1
3754101,2,380,75,1
3754108,1,380,13,0
3754108,1,380,40,1
3754108,1,380,47,0
3754108,2,380,66,1
3754108,2,380,69,1
3754110,1,380,0,1
3754110,1,380,8,0
3754110,2,380,55,1
3754110,2,380,80,0
3754111,1,380,22,0
3754114,1,380,28,0
3754114,2,380,59,0
3754114,2,380,65,0
3754116,1,380,24,1
3754118,1,380,3,1
3754118,1,380,37,1
3754118,2,380,47,1
3754118,2,380,89,1
3754120,1,380,8,1
3754122,2,380,59,1
3754122,2,380,80,0
3754122,2,380,91,1
3754123,1,380,18,1
3754123,1,380,43,1
3754123,2,380,47,1
3754124,1,380,15,0
3754125,2,380,55,0
3754125,2,380,63,1
3754125,2,380,65,1
3754125,2,380,89,0
3754125,2,380,97,1
3754125,2,380,49,0
3754127,1,380,10,0
3754127,1,380,27,0
3754127,1,380,41,0
3754132,2,380,49,1
3754132,2,380,93,0
3754134,1,380,9,1
3754134,2,380,50,0
3754134,2,380,71,0
3754134,2,380,75,1
3754134,2,380,79,1
3754137,2,380,67,1
3754137,2,380,75,0
3754139,2,380,68,0
3754140,1,380,21,1
3754140,1,380,45,0
3754144,1,380,6,0
3754144,1,380,11,0
3754144,1,380,18,0
3754144,2,380,92,0
3754147,2,380,52,0
3754147,2,380,73,1
3754147,2,380,82,0
3754149,1,380,4,0
3754149,1,380,45,1
3754151,2,380,60,1
3754152,2,380,65,0
3754152,2,380,94,0
3754154,1,380,1,1
3754154,1,380,29,1
3754154,2,380,47,0
3754154,2,380,65,0
3754155,1,380,26,0
3754158,1,380,24,0
3754158,1,380,30,0
3754158,2,380,50,0
3754158,2,380,92,0
3754158,2,380,67,1
3754159,1,380,42,1
3754159,2,380,73,1
3754159,2,380,86,1
3754159,2,380,92,0
3754161,1,380,26,1
3754163,1,380,16,0
3754163,1,380,33,0
3754163,1,380,25,1
3754164,2,380,84,0
3754164,2,380,92,1
3754165,1,380,7,1
3754165,1,380,16,0
3754168,1,380,4,1
3754168,1,380,34,1
3754168,2,380,71,1
3754170,2,380,57,1
3754172,1,380,40,0
3754172,2,380,52,0
3754172,2,380,90,0
3754176,1,380,14,0
3754176,1,380,17,1
3754176,1,380,40,1
3754176,2,380,74,0
3754177,2,380,69,0
3754177,2,380,79,1
3754177,2,380,91,0
3754177,1,380,27,0
3754179,2,380,62,0
3754179,2,380,83,0
3754179,2,380,94,0
3754179,1,380,29,1
3754181,1,380,33,0
3754183,1,380,15,1
3754183,2,380,72,1
3754184,2,380,58,1
3754187,1,380,8,0
3754187,2,380,66,0
3754187,2,380,70,0
3754187,2,380,81,0
3754191,1,380,30,1
3754191,1,380,35,1
3754192,1,380,33,0
3754192,1,380,46,0
3754192,2,380,78,0
3754195,2,380,77,1
3754196,1,380,10,0
3754196,1,380,29,0
3754196,2,380,51,1
3754199,1,380,22,0
3754199,2,380,54,1
3754199,2,380,87,1
3754200,2,380,86,0
3754206,1,380,13,0
3754206,1,380,30,1
3754207,1,380,10,0
3754207,1,380,14,1
3754207,1,380,17,1
3754207,2,380,50,0
3754207,2,380,56,1
3754207,1,380,36,1
3754209,2,380,69,1
3754209,2,380,73,1
3754209,2,380,75,1
3754210,2,380,71,0
3754214,1,380,15,0
3754214,1,380,24,0
3754214,2,380,57,0
3754214,2,380,62,0
3754214,2,380,64,0
3754214,2,380,70,0
3754215,1,380,14,0
3754215,1,380,38,1
3754216,1,380,40,0
3754216,1,380,46,0
3754216,2,380,92,1
3754220,2,380,47,1
3754220,2,380,71,0
3754220,2,380,95,0
3754224,2,380,52,1
3754225,1,380,14,0
3754225,2,380,81,1
3754227,1,380,17,1
3754227,2,380,83,0
3754227,2,380,85,0
3754227,2,380,94,1
3754228,1,380,9,1
3754228,1,380,29,1
3754228,2,380,59,1
3754228,2,380,84,1
3754229,2,380,65,1
3754229,2,380,81,0
3754231,1,380,10,0
3754231,1,380,45,1
3754231,2,380,49,0
3754231,1,380,30,1
3754232,2,380,82,1
3754236,1,380,11,1
3754236,1,380,19,1
3754236,1,380,30,1
3754236,2,380,48,0
3754236,2,380,79,0
3754239,1,380,28,1
3754239,1,380,31,1
3754239,1,380,39,0
3754239,2,380,64,1
3754239,2,380,68,0
3754241,1,380,17,0
3754241,1,380,34,0
3754241,1,380,43,1
3754241,1,380,46,1
3754241,2,380,51,1
3754241,2,380,69,0
3754242,1,380,4,0
3754242,1,380,33,0
3754242,1,380,35,1
3754242,2,380,70,0
3754242,2,380,90,0
3754243,1,380,46,1
3754243,2,380,70,0
3754243,2,380,73,1
3754243,2,380,85,0
3754243,2,380,92,1
3754244,2,380,53,1
3754244,2,380,64,1
3754244,2,380,73,0
3754244,2,380,75,0
3754249,2,380,47,1
3754249,2,380,49,1
3754249,2,380,59,1
3754249,2,380,65,1
3754250,1,380,27,0
3754250,2,380,74,1
3754251,1,380,9,1
3754251,2,380,54,1
3754252,1,380,22,1
3754252,2,380,87,1
3754252,2,380,93,1
3754253,1,380,22,0
3754253,1,380,23,0
3754260,1,380,21,1
3754260,1,380,40,1
3754260,2,380,67,1
3754260,2,380,83,1
3754261,1,380,44,0
3754261,2,380,69,1
3754261,2,380,94,1
3754262,1,380,46,0
3754262,2,380,73,0
3754262,2,380,84,1
3754264,1,380,4,1
3754264,1,380,8,1
3754264,1,380,16,1
3754264,2,380,58,1
3754264,2,380,82,1
3754264,2,380,89,0
3754295,1,380,31,1
3754271,2,380,45,1
3754271,2,380,57,1
3754271,2,380,70,0
3754272,1,380,12,1
3754272,2,380,52,1
3754272,2,380,67,0
3754272,2,380,78,0
3754274,1,380,8,0
3754274,2,380,51,0
3754274,2,380,54,0
3754274,2,380,56,1
3754275,2,380,59,1
3754275,2,380,70,1
3754277,1,380,12,1
3754277,2,380,55,1
3754277,2,380,77,0
3754277,2,380,80,0
3754277,2,380,89,0
3754280,1,380,0,0
3754280,1,380,45,0
3754280,2,380,67,1
3754281,2,380,60,0
3754281,2,380,90,1
3754282,1,380,14,0
3754282,1,380,38,0
3754282,1,380,45,1
3754282,2,380,70,0
3754282,2,380,84,1
3754282,2,380,93,0
3754284,1,380,5,1
3754284,1,380,37,1
3754289,2,380,55,0
3754290,1,380,2,0
3754290,2,380,47,0
3754290,2,380,59,0
3754290,2,380,86,1
3754292,1,380,31,1
3754294,1,380,42,1
3754294,1,380,46,1
3754294,2,380,60,1
3754294,2,380,75,1
3754299,2,380,53,1
3754303,1,380,12,1
3754303,2,380,46,0
3754305,1,380,9,1
3754305,1,380,13,0
3754305,1,380,18,1
3754305,1,380,24,0
3754305,2,380,54,0
3754305,2,380,89,1
3754306,1,380,44,1
3754306,2,380,50,1
3754307,1,380,34,1
3754307,1,380,42,1
3754307,2,380,63,1
3754307,2,380,73,1
3754308,1,380,38,0
3754308,2,380,47,1
3754308,2,380,50,0
3754308,2,380,60,1
3754310,1,380,3,1
3754310,2,380,54,1
3754314,1,380,7,1
3754314,1,380,9,0
3754314,2,380,50,1
3754314,2,380,67,0
3754316,2,380,58,1
3754316,2,380,69,1
3754316,2,380,81,0
3754316,2,380,88,0
3754317,1,380,1,0
3754317,1,380,29,0
3754317,2,380,89,0
3754318,1,380,38,0
3754318,2,380,59,1
3754318,2,380,61,1
3754318,2,380,75,0
3754319,2,380,46,1
3754319,2,380,69,0
3754319,2,380,76,1
3754320,1,380,24,1
3754320,1,380,27,1
3754320,1,380,43,0
3754320,2,380,56,1
3754320,2,380,67,1
3754320,2,380,77,0
3754321,2,380,50,1
3754321,2,380,55,1
3754321,2,380,78,0
3754322,1,380,32,0
3754322,2,380,53,0
3754322,2,380,79,0
3754324,1,380,18,0
3754324,2,380,69,1
3754324,2,380,76,1
3754327,1,380,4,0
3754327,1,380,29,0
3754327,2,380,59,0
3754327,2,380,78,1
3754331,1,380,29,1
3754332,2,380,72,0
3754332,1,380,32,1
3754333,1,380,18,1
3754333,1,380,38,1
3754333,2,380,59,0
3754333,2,380,72,1
3754333,2,380,83,1
3754333,2,380,85,1
3754334,1,380,30,1
3754334,2,380,78,1
3754338,1,380,5,1
3754338,1,380,14,1
3754338,2,380,48,0
3754340,2,380,63,0
3754340,2,380,91,1
3754341,1,380,41,1
3754341,2,380,65,1
3754341,2,380,86,1
3754342,1,380,34,1
3754342,2,380,75,1
3754345,2,380,77,0
3754346,2,380,81,0
3754346,2,380,83,0
3754346,2,380,54,1
3754348,1,380,17,0
3754348,1,380,28,1
3754348,1,380,40,1
3754348,2,380,53,1
3754348,2,380,54,0
3754348,2,380,62,0
3754348,2,380,74,0
3754348,2,380,91,1
3754348,2,380,94,0
3754349,1,380,6,1
3754350,1,380,13,0
3754020,1,380,25,1
3754141,1,380,42,0
3754141,2,380,56,0
3754128,2,380,71,0
3754078,1,380,22,1
3754078,1,380,28,0
3754078,2,380,54,0
3754078,1,380,29,1
